Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
1,479.3,12642.8,479.3,12642.8,479.3,12642.8,239.65,6321.4
2,313.4,13489.6,313.4,12642.8,479.3,13489.6,276.525,9905.5
3,711.3,14940.4,313.4,12642.8,711.3,14940.4,493.91249999999997,12422.95
4,309.1,14185.5,309.1,12642.8,711.3,14940.4,401.50625,13304.225
5,306.0,13749.1,306.0,12642.8,711.3,14940.4,353.753125,13526.6625
6,306.1,13454.2,306.0,12642.8,711.3,14940.4,329.92656250000005,13490.431250000001
7,306.0,14046.3,306.0,12642.8,711.3,14940.4,317.96328125,13768.365625
8,340.1,13557.8,306.0,12642.8,711.3,14940.4,329.031640625,13663.0828125
9,313.8,13300.6,306.0,12642.8,711.3,14940.4,321.41582031250005,13481.841406250001
10,350.9,13139.4,306.0,12642.8,711.3,14940.4,336.15791015625,13310.620703125001
11,309.1,13215.0,306.0,12642.8,711.3,14940.4,322.62895507812505,13262.8103515625
12,303.7,12735.1,303.7,12642.8,711.3,14940.4,313.16447753906255,12998.955175781251
13,297.0,12750.5,297.0,12642.8,711.3,14940.4,305.0822387695313,12874.727587890626
14,326.0,12498.7,297.0,12498.7,711.3,14940.4,315.54111938476564,12686.713793945313
15,316.0,12616.1,297.0,12498.7,711.3,14940.4,315.7705596923828,12651.406896972658
16,304.9,12720.4,297.0,12498.7,711.3,14940.4,310.3352798461914,12685.90344848633
17,304.0,13735.0,297.0,12498.7,711.3,14940.4,307.1676399230957,13210.451724243165
18,304.9,13223.1,297.0,12498.7,711.3,14940.4,306.0338199615478,13216.775862121583
19,294.4,13211.4,294.4,12498.7,711.3,14940.4,300.2169099807739,13214.087931060792
20,299.0,13028.2,294.4,12498.7,711.3,14940.4,299.6084549903869,13121.143965530397
21,375.8,12452.7,294.4,12452.7,711.3,14940.4,337.70422749519344,12786.921982765198
22,299.0,15474.3,294.4,12452.7,711.3,15474.3,318.3521137475967,14130.610991382599
23,331.9,19096.4,294.4,12452.7,711.3,19096.4,325.12605687379835,16613.5054956913
24,474.0,14007.2,294.4,12452.7,711.3,19096.4,399.5630284368992,15310.35274784565
25,310.0,13231.0,294.4,12452.7,711.3,19096.4,354.7815142184496,14270.676373922826
26,428.5,14522.1,294.4,12452.7,711.3,19096.4,391.6407571092248,14396.388186961412
27,327.9,14554.4,294.4,12452.7,711.3,19096.4,359.7703785546124,14475.394093480707
28,310.1,15282.4,294.4,12452.7,711.3,19096.4,334.9351892773062,14878.897046740352
29,291.4,15541.5,291.4,12452.7,711.3,19096.4,313.1675946386531,15210.198523370176
30,332.4,16714.2,291.4,12452.7,711.3,19096.4,322.78379731932654,15962.199261685088
31,649.0,19886.7,291.4,12452.7,711.3,19886.7,485.8918986596633,17924.449630842544
32,319.0,17404.4,291.4,12452.7,711.3,19886.7,402.44594932983165,17664.424815421273
33,352.2,15639.2,291.4,12452.7,711.3,19886.7,377.3229746649158,16651.812407710637
34,319.4,15167.0,291.4,12452.7,711.3,19886.7,348.3614873324579,15909.406203855318
35,307.1,13906.3,291.4,12452.7,711.3,19886.7,327.73074366622893,14907.85310192766
36,310.0,14439.0,291.4,12452.7,711.3,19886.7,318.86537183311447,14673.42655096383
37,319.3,15085.8,291.4,12452.7,711.3,19886.7,319.08268591655724,14879.613275481915
38,305.5,16084.2,291.4,12452.7,711.3,19886.7,312.2913429582786,15481.906637740958
39,368.5,15085.9,291.4,12452.7,711.3,19886.7,340.3956714791393,15283.903318870478
40,315.3,16045.7,291.4,12452.7,711.3,19886.7,327.84783573956963,15664.80165943524
41,318.5,14463.9,291.4,12452.7,711.3,19886.7,323.1739178697848,15064.35082971762
42,358.5,14232.1,291.4,12452.7,711.3,19886.7,340.83695893489244,14648.22541485881
43,340.6,14232.7,291.4,12452.7,711.3,19886.7,340.71847946744623,14440.462707429406
44,380.7,13398.1,291.4,12452.7,711.3,19886.7,360.7092397337231,13919.281353714703
45,317.0,13648.2,291.4,12452.7,711.3,19886.7,338.8546198668615,13783.740676857353
46,325.2,13344.6,291.4,12452.7,711.3,19886.7,332.02730993343073,13564.170338428677
47,304.9,13272.9,291.4,12452.7,711.3,19886.7,318.46365496671535,13418.535169214338
48,307.3,13277.0,291.4,12452.7,711.3,19886.7,312.8818274833577,13347.767584607169
49,296.8,12915.6,291.4,12452.7,711.3,19886.7,304.84091374167883,13131.683792303586
50,454.1,14048.9,291.4,12452.7,711.3,19886.7,379.4704568708394,13590.291896151793
51,324.3,12999.0,291.4,12452.7,711.3,19886.7,351.8852284354197,13294.645948075897
52,301.6,13153.4,291.4,12452.7,711.3,19886.7,326.74261421770984,13224.022974037947
53,286.6,12740.6,286.6,12452.7,711.3,19886.7,306.67130710885493,12982.311487018975
54,332.8,12416.0,286.6,12416.0,711.3,19886.7,319.7356535544275,12699.155743509487
55,305.3,12486.4,286.6,12416.0,711.3,19886.7,312.5178267772137,12592.777871754744
56,306.7,12529.8,286.6,12416.0,711.3,19886.7,309.6089133886069,12561.288935877372
57,295.4,12979.3,286.6,12416.0,711.3,19886.7,302.5044566943034,12770.294467938686
58,295.1,13055.6,286.6,12416.0,711.3,19886.7,298.80222834715175,12912.947233969342
59,297.5,12715.7,286.6,12416.0,711.3,19886.7,298.1511141735759,12814.323616984671
60,303.0,13386.5,286.6,12416.0,711.3,19886.7,300.57555708678797,13100.411808492336
