Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
1,441.3,12102.2,441.3,12102.2,441.3,12102.2,220.65,6051.1
2,273.2,12114.8,273.2,12102.2,441.3,12114.8,246.925,9082.95
3,265.8,12108.3,265.8,12102.2,441.3,12114.8,256.3625,10595.625
4,256.2,12524.3,256.2,12102.2,441.3,12524.3,256.28125,11559.9625
5,323.3,27174.4,256.2,12102.2,441.3,27174.4,289.790625,19367.18125
6,457.4,22448.7,256.2,12102.2,457.4,27174.4,373.5953125,20907.940625000003
7,578.9,17574.9,256.2,12102.2,578.9,27174.4,476.24765625,19241.420312500002
8,323.1,18060.9,256.2,12102.2,578.9,27174.4,399.673828125,18651.16015625
9,304.8,13841.5,256.2,12102.2,578.9,27174.4,352.2369140625,16246.330078125
10,300.8,13517.8,256.2,12102.2,578.9,27174.4,326.51845703125,14882.0650390625
11,307.9,13529.1,256.2,12102.2,578.9,27174.4,317.209228515625,14205.58251953125
12,315.2,13727.8,256.2,12102.2,578.9,27174.4,316.2046142578125,13966.691259765625
13,304.1,13646.2,256.2,12102.2,578.9,27174.4,310.1523071289063,13806.445629882812
14,304.8,13334.6,256.2,12102.2,578.9,27174.4,307.47615356445317,13570.522814941407
15,328.3,13304.6,256.2,12102.2,578.9,27174.4,317.88807678222656,13437.561407470705
16,273.0,13161.4,256.2,12102.2,578.9,27174.4,295.4440383911133,13299.480703735353
17,276.9,13139.9,256.2,12102.2,578.9,27174.4,286.17201919555663,13219.690351867677
18,284.6,13347.2,256.2,12102.2,578.9,27174.4,285.3860095977783,13283.445175933839
19,295.2,12763.4,256.2,12102.2,578.9,27174.4,290.2930047988891,13023.42258796692
20,304.0,12680.2,256.2,12102.2,578.9,27174.4,297.14650239944456,12851.811293983461
21,264.8,12707.3,256.2,12102.2,578.9,27174.4,280.9732511997223,12779.55564699173
22,280.8,12580.9,256.2,12102.2,578.9,27174.4,280.8866255998612,12680.227823495865
23,284.7,12671.1,256.2,12102.2,578.9,27174.4,282.7933127999306,12675.663911747932
24,288.8,12550.1,256.2,12102.2,578.9,27174.4,285.7966563999653,12612.881955873967
25,260.2,12666.0,256.2,12102.2,578.9,27174.4,272.99832819998267,12639.440977936983
26,273.9,12195.7,256.2,12102.2,578.9,27174.4,273.4491640999913,12417.570488968493
27,277.4,12277.1,256.2,12102.2,578.9,27174.4,275.42458204999565,12347.335244484246
28,276.0,12154.4,256.2,12102.2,578.9,27174.4,275.71229102499785,12250.867622242124
