Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
1,503.2,13948.6,503.2,13948.6,503.2,13948.6,251.6,6974.3
2,372.7,13946.9,372.7,13946.9,503.2,13948.6,312.15,10460.6
3,1066.2,14433.2,372.7,13946.9,1066.2,14433.2,689.175,12446.900000000001
4,462.9,18151.9,372.7,13946.9,1066.2,18151.9,576.0374999999999,15299.400000000001
5,419.0,17001.8,372.7,13946.9,1066.2,18151.9,497.51874999999995,16150.6
6,591.0,24022.9,372.7,13946.9,1066.2,24022.9,544.259375,20086.75
7,558.9,28207.5,372.7,13946.9,1066.2,28207.5,551.5796875,24147.125
8,412.3,19166.7,372.7,13946.9,1066.2,28207.5,481.93984375,21656.9125
9,553.3,21531.7,372.7,13946.9,1066.2,28207.5,517.619921875,21594.30625
10,587.6,20961.3,372.7,13946.9,1066.2,28207.5,552.6099609375001,21277.803125
11,409.1,20085.7,372.7,13946.9,1066.2,28207.5,480.85498046875006,20681.7515625
12,349.6,18602.6,349.6,13946.9,1066.2,28207.5,415.22749023437507,19642.17578125
13,350.1,16805.2,349.6,13946.9,1066.2,28207.5,382.66374511718755,18223.687890625
14,357.8,17662.7,349.6,13946.9,1066.2,28207.5,370.23187255859375,17943.1939453125
15,705.1,16495.8,349.6,13946.9,1066.2,28207.5,537.6659362792968,17219.49697265625
16,404.6,23625.6,349.6,13946.9,1066.2,28207.5,471.1329681396484,20422.548486328124
17,595.9,16325.4,349.6,13946.9,1066.2,28207.5,533.5164840698242,18373.974243164062
18,365.6,16002.5,349.6,13946.9,1066.2,28207.5,449.5582420349121,17188.23712158203
19,369.4,15646.8,349.6,13946.9,1066.2,28207.5,409.479121017456,16417.518560791017
20,393.2,15155.7,349.6,13946.9,1066.2,28207.5,401.339560508728,15786.609280395509
21,348.0,15106.7,348.0,13946.9,1066.2,28207.5,374.669780254364,15446.654640197754
22,505.9,17656.9,348.0,13946.9,1066.2,28207.5,440.284890127182,16551.777320098878
23,352.0,16903.8,348.0,13946.9,1066.2,28207.5,396.142445063591,16727.78866004944
24,374.7,14850.6,348.0,13946.9,1066.2,28207.5,385.4212225317955,15789.194330024719
25,350.5,15136.6,348.0,13946.9,1066.2,28207.5,367.96061126589774,15462.89716501236
26,338.1,14323.9,338.1,13946.9,1066.2,28207.5,353.03030563294885,14893.398582506179
27,334.2,14141.6,334.2,13946.9,1066.2,28207.5,343.6151528164744,14517.49929125309
28,348.4,14073.4,334.2,13946.9,1066.2,28207.5,346.0075764082372,14295.449645626544
29,363.3,15869.7,334.2,13946.9,1066.2,28207.5,354.6537882041186,15082.574822813272
30,408.2,16594.9,334.2,13946.9,1066.2,28207.5,381.4268941020593,15838.737411406637
31,352.8,14377.7,334.2,13946.9,1066.2,28207.5,367.11344705102965,15108.218705703319
32,405.8,14999.1,334.2,13946.9,1066.2,28207.5,386.4567235255148,15053.65935285166
33,318.7,14844.1,318.7,13946.9,1066.2,28207.5,352.57836176275737,14948.87967642583
34,320.3,14823.3,318.7,13946.9,1066.2,28207.5,336.43918088137866,14886.089838212914
