Time/Iteration, TempCalcIterTime(ns), ColorCalcIterTime(ns), TempCalcIterBest(ns), ColorCalcIterBest(ns), TempCalcIterWorst(ns), ColorCalcIterWorst(ns), TempCalcIterAvg(ns), ColorCalcIterAvg(ns)
355,303300,14302600,267500,11347300,782500,32875200,308977.0562365437,14746397.702948712
356,311500,15007900,267500,11347300,782500,32875200,310238.52811827185,14877148.851474356
357,445800,16948800,267500,11347300,782500,32875200,378019.2640591359,15912974.425737178
358,333600,15450000,267500,11347300,782500,32875200,355809.63202956796,15681487.21286859
359,312800,13597800,267500,11347300,782500,32875200,334304.816014784,14639643.606434295
360,348500,14516000,267500,11347300,782500,32875200,341402.40800739196,14577821.803217147
361,344400,14621100,267500,11347300,782500,32875200,342901.204003696,14599460.901608573
362,334900,15199100,267500,11347300,782500,32875200,338900.602001848,14899280.450804286
363,318400,14600000,267500,11347300,782500,32875200,328650.30100092397,14749640.225402143
364,326900,14553700,267500,11347300,782500,32875200,327775.150500462,14651670.112701071
365,294700,14637700,267500,11347300,782500,32875200,311237.57525023096,14644685.056350537
366,303400,12307500,267500,11347300,782500,32875200,307318.7876251155,13476092.528175268
367,295200,14146900,267500,11347300,782500,32875200,301259.39381255774,13811496.264087634
368,336100,14313800,267500,11347300,782500,32875200,318679.69690627884,14062648.132043816
369,321300,14071800,267500,11347300,782500,32875200,319989.8484531394,14067224.066021908
370,345200,14322900,267500,11347300,782500,32875200,332594.9242265697,14195062.033010954
371,330400,14331500,267500,11347300,782500,32875200,331497.46211328486,14263281.016505476
372,295000,14141600,267500,11347300,782500,32875200,313248.7310566424,14202440.508252738
373,306200,14362300,267500,11347300,782500,32875200,309724.36552832124,14282370.25412637
374,314800,14155300,267500,11347300,782500,32875200,312262.1827641606,14218835.127063185
375,303500,14324000,267500,11347300,782500,32875200,307881.09138208034,14271417.563531592
376,308400,14033400,267500,11347300,782500,32875200,308140.54569104017,14152408.781765796
377,975800,14201900,267500,11347300,975800,32875200,641970.27284552,14177154.390882898
378,319600,14310900,267500,11347300,975800,32875200,480785.13642276,14244027.195441449
379,301000,13803600,267500,11347300,975800,32875200,390892.56821138004,14023813.597720724
380,288100,13689500,267500,11347300,975800,32875200,339496.28410569,13856656.798860362
381,343400,14533600,267500,11347300,975800,32875200,341448.142052845,14195128.399430182
382,337100,14021400,267500,11347300,975800,32875200,339274.0710264225,14108264.19971509
383,324700,14239800,267500,11347300,975800,32875200,331987.0355132113,14174032.099857546
384,312700,14374100,267500,11347300,975800,32875200,322343.51775660564,14274066.049928773
385,300700,14989800,267500,11347300,975800,32875200,311521.7588783028,14631933.024964387
386,329900,14318300,267500,11347300,975800,32875200,320710.8794391514,14475116.512482192
387,329800,13804000,267500,11347300,975800,32875200,325255.4397195757,14139558.256241096
388,330400,14803800,267500,11347300,975800,32875200,327827.71985978785,14471679.128120549
389,318600,14328100,267500,11347300,975800,32875200,323213.8599298939,14399889.564060275
390,313600,14395800,267500,11347300,975800,32875200,318406.92996494693,14397844.782030137
391,318800,13985400,267500,11347300,975800,32875200,318603.46498247347,14191622.391015068
392,307800,13945300,267500,11347300,975800,32875200,313201.73249123676,14068461.195507534
393,317900,13958200,267500,11347300,975800,32875200,315550.8662456184,14013330.597753767
394,291400,13936000,267500,11347300,975800,32875200,303475.43312280916,13974665.298876883
395,370000,14046500,267500,11347300,975800,32875200,336737.7165614046,14010582.64943844
396,312600,15082600,267500,11347300,975800,32875200,324668.85828070226,14546591.32471922
397,304400,14674300,267500,11347300,975800,32875200,314534.42914035113,14610445.66235961
398,304800,15350600,267500,11347300,975800,32875200,309667.21457017557,14980522.831179805
399,308300,14297300,267500,11347300,975800,32875200,308983.6072850878,14638911.415589903
400,330100,14096700,267500,11347300,975800,32875200,319541.8036425439,14367805.707794951
401,330200,14015100,267500,11347300,975800,32875200,324870.901821272,14191452.853897475
402,325000,14416100,267500,11347300,975800,32875200,324935.450910636,14303776.426948737
403,324900,14086800,267500,11347300,975800,32875200,324917.725455318,14195288.213474369
404,339900,13496400,267500,11347300,975800,32875200,332408.862727659,13845844.106737185
405,345900,14191300,267500,11347300,975800,32875200,339154.4313638295,14018572.053368593
406,371100,15315300,267500,11347300,975800,32875200,355127.21568191476,14666936.026684295
407,526100,12428800,267500,11347300,975800,32875200,440613.60784095735,13547868.013342148
408,315300,12370000,267500,11347300,975800,32875200,377956.8039204787,12958934.006671075
409,309000,12427200,267500,11347300,975800,32875200,343478.40196023934,12693067.003335537
410,311400,12442300,267500,11347300,975800,32875200,327439.20098011964,12567683.501667768
411,294800,12013700,267500,11347300,975800,32875200,311119.6004900598,12290691.750833884
412,333900,11957300,267500,11347300,975800,32875200,322509.8002450299,12123995.875416942
413,330100,13923800,267500,11347300,975800,32875200,326304.9001225149,13023897.937708471
414,312800,12642900,267500,11347300,975800,32875200,319552.45006125746,12833398.968854235
415,305500,12130300,267500,11347300,975800,32875200,312526.22503062873,12481849.484427117
416,319600,12212300,267500,11347300,975800,32875200,316063.11251531437,12347074.742213558
417,321100,14771000,267500,11347300,975800,32875200,318581.5562576572,13559037.37110678
418,323400,14464300,267500,11347300,975800,32875200,320990.7781288286,14011668.68555339
419,307400,14694400,267500,11347300,975800,32875200,314195.3890644143,14353034.342776695
420,313300,14593700,267500,11347300,975800,32875200,313747.69453220716,14473367.171388347
421,289500,14549600,267500,11347300,975800,32875200,301623.8472661036,14511483.585694173
422,314800,14353900,267500,11347300,975800,32875200,308211.9236330518,14432691.792847086
423,322500,14219300,267500,11347300,975800,32875200,315355.9618165259,14325995.896423543
424,307000,14267900,267500,11347300,975800,32875200,311177.98090826295,14296947.94821177
425,342000,15015300,267500,11347300,975800,32875200,326588.9904541315,14656123.974105885
426,331900,15512200,267500,11347300,975800,32875200,329244.49522706575,15084161.987052944
427,376100,15538600,267500,11347300,975800,32875200,352672.2476135329,15311380.993526472
428,370300,14545100,267500,11347300,975800,32875200,361486.12380676647,14928240.496763237
429,347000,15648500,267500,11347300,975800,32875200,354243.06190338323,15288370.248381618
430,329000,15767400,267500,11347300,975800,32875200,341621.5309516916,15527885.12419081
431,362800,13869800,267500,11347300,975800,32875200,352210.7654758458,14698842.562095404
432,344800,15057800,267500,11347300,975800,32875200,348505.3827379229,14878321.281047702
433,359400,16175200,267500,11347300,975800,32875200,353952.6913689615,15526760.64052385
434,328900,15538100,267500,11347300,975800,32875200,341426.34568448074,15532430.320261925
435,360000,14637400,267500,11347300,975800,32875200,350713.17284224037,15084915.160130963
436,349700,17252600,267500,11347300,975800,32875200,350206.5864211202,16168757.580065481
437,369200,13022500,267500,11347300,975800,32875200,359703.2932105601,14595628.79003274
438,373900,14159800,267500,11347300,975800,32875200,366801.64660528005,14377714.39501637
439,375900,13456500,267500,11347300,975800,32875200,371350.82330264,13917107.197508186
440,364500,13756800,267500,11347300,975800,32875200,367925.41165132,13836953.598754093
441,350400,14881600,267500,11347300,975800,32875200,359162.70582566,14359276.799377047
442,364900,13909700,267500,11347300,975800,32875200,362031.35291283,14134488.399688523
443,357200,13457200,267500,11347300,975800,32875200,359615.676456415,13795844.199844262
444,367400,13683400,267500,11347300,975800,32875200,363507.8382282075,13739622.099922132
445,397400,13745800,267500,11347300,975800,32875200,380453.9191141038,13742711.049961066
446,373900,15111800,267500,11347300,975800,32875200,377176.9595570519,14427255.524980534
447,364300,13411600,267500,11347300,975800,32875200,370738.47977852594,13919427.762490267
448,356700,13553000,267500,11347300,975800,32875200,363719.23988926294,13736213.881245133
449,359700,13688200,267500,11347300,975800,32875200,361709.6199446315,13712206.940622566
450,361400,13823400,267500,11347300,975800,32875200,361554.80997231574,13767803.470311284
451,405900,15364000,267500,11347300,975800,32875200,383727.4049861579,14565901.735155642
452,346300,17085800,267500,11347300,975800,32875200,365013.70249307895,15825850.867577821
453,347900,15416700,267500,11347300,975800,32875200,356456.8512465395,15621275.43378891
454,401300,16648600,267500,11347300,975800,32875200,378878.42562326975,16134937.716894455
455,399600,18006600,267500,11347300,975800,32875200,389239.2128116349,17070768.858447228
456,359800,15511600,267500,11347300,975800,32875200,374519.60640581744,16291184.429223614
457,575600,16095900,267500,11347300,975800,32875200,475059.8032029087,16193542.214611806
458,412200,17859100,267500,11347300,975800,32875200,443629.90160145436,17026321.107305903
459,409200,16437000,267500,11347300,975800,32875200,426414.9508007272,16731660.553652951
460,373500,16689000,267500,11347300,975800,32875200,399957.47540036356,16710330.276826475
461,365300,14634300,267500,11347300,975800,32875200,382628.7377001818,15672315.138413237
462,426000,15938100,267500,11347300,975800,32875200,404314.3688500909,15805207.569206618
463,394600,15714000,267500,11347300,975800,32875200,399457.18442504545,15759603.784603309
464,387000,19673500,267500,11347300,975800,32875200,393228.59221252275,17716551.892301656
465,359400,15549700,267500,11347300,975800,32875200,376314.2961062614,16633125.946150828
466,379800,16012600,267500,11347300,975800,32875200,378057.1480531307,16322862.973075414
467,397100,15867800,267500,11347300,975800,32875200,387578.57402656536,16095331.486537706
468,380100,16508000,267500,11347300,975800,32875200,383839.28701328265,16301665.743268853
469,361800,16829000,267500,11347300,975800,32875200,372819.6435066413,16565332.871634427
470,376200,15935900,267500,11347300,975800,32875200,374509.82175332063,16250616.435817214
471,353400,15567100,267500,11347300,975800,32875200,363954.9108766603,15908858.217908606
472,354200,13781000,267500,11347300,975800,32875200,359077.4554383302,14844929.108954303
473,354500,13765900,267500,11347300,975800,32875200,356788.7277191651,14305414.554477151
474,351800,13333700,267500,11347300,975800,32875200,354294.3638595826,13819557.277238576
475,356900,13735800,267500,11347300,975800,32875200,355597.1819297913,13777678.638619289
476,356300,14514000,267500,11347300,975800,32875200,355948.5909648957,14145839.319309644
477,353700,13068700,267500,11347300,975800,32875200,354824.29548244784,13607269.659654822
478,337200,16508800,267500,11347300,975800,32875200,346012.1477412239,15058034.829827411
479,536200,20637400,267500,11347300,975800,32875200,441106.07387061196,17847717.414913706
480,591700,19074100,267500,11347300,975800,32875200,516403.036935306,18460908.707456853
481,435200,17714700,267500,11347300,975800,32875200,475801.51846765296,18087804.35372843
482,397600,15592100,267500,11347300,975800,32875200,436700.7592338265,16839952.176864214
483,358500,16455100,267500,11347300,975800,32875200,397600.37961691327,16647526.088432107
484,400000,16108500,267500,11347300,975800,32875200,398800.18980845663,16378013.044216054
485,352200,15771400,267500,11347300,975800,32875200,375500.09490422835,16074706.522108026
486,376100,16222100,267500,11347300,975800,32875200,375800.0474521142,16148403.261054013
487,341500,15072100,267500,11347300,975800,32875200,358650.0237260571,15610251.630527006
488,362200,15161100,267500,11347300,975800,32875200,360425.0118630285,15385675.815263502
489,360300,14751100,267500,11347300,975800,32875200,360362.50593151426,15068387.907631751
490,352900,16338400,267500,11347300,975800,32875200,356631.25296575716,15703393.953815876
491,525300,16442700,267500,11347300,975800,32875200,440965.6264828786,16073046.976907939
492,346700,16360000,267500,11347300,975800,32875200,393832.8132414393,16216523.48845397
493,317900,15071100,267500,11347300,975800,32875200,355866.40662071964,15643811.744226985
494,351400,14993600,267500,11347300,975800,32875200,353633.20331035985,15318705.872113492
495,352300,13012600,267500,11347300,975800,32875200,352966.6016551799,14165652.936056746
496,347800,16586700,267500,11347300,975800,32875200,350383.30082758993,15376176.468028374
497,468200,15631400,267500,11347300,975800,32875200,409291.65041379497,15503788.234014187
498,295500,14725800,267500,11347300,975800,32875200,352395.82520689745,15114794.117007094
499,348400,15235000,267500,11347300,975800,32875200,350397.9126034487,15174897.058503546
500,345500,14511000,267500,11347300,975800,32875200,347948.95630172436,14842948.529251773
501,330000,14049400,267500,11347300,975800,32875200,338974.47815086215,14446174.264625886
502,314200,14855800,267500,11347300,975800,32875200,326587.2390754311,14650987.132312942
503,327300,15121800,267500,11347300,975800,32875200,326943.61953771557,14886393.566156471
504,316100,14751700,267500,11347300,975800,32875200,321521.8097688578,14819046.783078235
505,314600,14469500,267500,11347300,975800,32875200,318060.9048844289,14644273.391539117
506,308500,15201100,267500,11347300,975800,32875200,313280.4524422145,14922686.69576956
507,334400,13683900,267500,11347300,975800,32875200,323840.22622110724,14303293.34788478
508,344600,14013100,267500,11347300,975800,32875200,334220.1131105536,14158196.67394239
509,343800,15169100,267500,11347300,975800,32875200,339010.0565552768,14663648.336971195
510,397100,14279800,267500,11347300,975800,32875200,368055.02827763837,14471724.168485597
511,339400,16649700,267500,11347300,975800,32875200,353727.5141388192,15560712.084242798
512,359100,15109500,267500,11347300,975800,32875200,356413.7570694096,15335106.0421214
513,399700,13250500,267500,11347300,975800,32875200,378056.8785347048,14292803.0210607
514,371300,14464400,267500,11347300,975800,32875200,374678.4392673524,14378601.510530349
515,345200,14748800,267500,11347300,975800,32875200,359939.2196336762,14563700.755265174
516,371200,14570900,267500,11347300,975800,32875200,365569.6098168381,14567300.377632588
517,386800,16189900,267500,11347300,975800,32875200,376184.804908419,15378600.188816294
518,344700,15348200,267500,11347300,975800,32875200,360442.4024542095,15363400.094408147
519,371500,16113000,267500,11347300,975800,32875200,365971.20122710476,15738200.047204074
520,382100,15565900,267500,11347300,975800,32875200,374035.6006135524,15652050.023602037
521,347200,18850900,267500,11347300,975800,32875200,360617.8003067762,17251475.01180102
522,411600,16680500,267500,11347300,975800,32875200,386108.9001533881,16965987.50590051
523,353800,14942800,267500,11347300,975800,32875200,369954.450076694,15954393.752950255
524,361700,15338700,267500,11347300,975800,32875200,365827.225038347,15646546.876475127
525,380100,14381500,267500,11347300,975800,32875200,372963.61251917353,15014023.438237563
526,350000,15348200,267500,11347300,975800,32875200,361481.80625958677,15181111.719118781
527,350800,14990600,267500,11347300,975800,32875200,356140.90312979335,15085855.85955939
528,356800,15748900,267500,11347300,975800,32875200,356470.4515648967,15417377.929779695
529,364500,15376100,267500,11347300,975800,32875200,360485.2257824483,15396738.964889847
530,364100,16311000,267500,11347300,975800,32875200,362292.61289122415,15853869.482444923
531,387500,13259400,267500,11347300,975800,32875200,374896.3064456121,14556634.741222462
532,350400,13111500,267500,11347300,975800,32875200,362648.15322280605,13834067.370611232
533,342400,13187100,267500,11347300,975800,32875200,352524.076611403,13510583.685305616
534,301900,12914600,267500,11347300,975800,32875200,327212.0383057015,13212591.842652809
535,327600,12745500,267500,11347300,975800,32875200,327406.0191528507,12979045.921326404
536,325700,12789000,267500,11347300,975800,32875200,326553.00957642536,12884022.960663203
537,312200,12660500,267500,11347300,975800,32875200,319376.5047882127,12772261.480331602
538,401100,12771100,267500,11347300,975800,32875200,360238.25239410636,12771680.7401658
539,342400,12570400,267500,11347300,975800,32875200,351319.1261970532,12671040.3700829
540,317000,12369700,267500,11347300,975800,32875200,334159.56309852656,12520370.18504145
541,321600,14989400,267500,11347300,975800,32875200,327879.7815492633,13754885.092520725
542,323000,16011600,267500,11347300,975800,32875200,325439.89077463164,14883242.546260362
543,342700,15051500,267500,11347300,975800,32875200,334069.9453873158,14967371.273130182
544,333100,14734100,267500,11347300,975800,32875200,333584.9726936579,14850735.636565091
545,329200,14458000,267500,11347300,975800,32875200,331392.486346829,14654367.818282545
546,349900,13942200,267500,11347300,975800,32875200,340646.2431734145,14298283.909141272
547,345300,14211300,267500,11347300,975800,32875200,342973.12158670725,14254791.954570636
548,321100,14410800,267500,11347300,975800,32875200,332036.5607933536,14332795.977285318
549,324100,15254100,267500,11347300,975800,32875200,328068.2803966768,14793447.988642659
550,381600,16560300,267500,11347300,975800,32875200,354834.1401983384,15676873.99432133
551,358700,15684900,267500,11347300,975800,32875200,356767.0700991692,15680886.997160666
552,351600,16069400,267500,11347300,975800,32875200,354183.5350495846,15875143.498580333
553,340900,15259600,267500,11347300,975800,32875200,347541.7675247923,15567371.749290166
554,362500,17450600,267500,11347300,975800,32875200,355020.8837623962,16508985.874645084
555,351800,15771900,267500,11347300,975800,32875200,353410.4418811981,16140442.937322542
556,360000,16770400,267500,11347300,975800,32875200,356705.22094059904,16455421.468661271
557,348800,16739400,267500,11347300,975800,32875200,352752.6104702995,16597410.734330636
558,325700,14696300,267500,11347300,975800,32875200,339226.30523514975,15646855.367165318
559,435100,15373600,267500,11347300,975800,32875200,387163.1526175749,15510227.68358266
560,346400,14017500,267500,11347300,975800,32875200,366781.57630878745,14763863.84179133
561,326000,14666000,267500,11347300,975800,32875200,346390.7881543937,14714931.920895666
562,329800,15945200,267500,11347300,975800,32875200,338095.39407719683,15330065.960447833
563,358000,14616900,267500,11347300,975800,32875200,348047.6970385984,14973482.980223916
564,348500,15875600,267500,11347300,975800,32875200,348273.8485192992,15424541.490111958
565,385800,16148500,267500,11347300,975800,32875200,367036.9242596496,15786520.74505598
566,352200,16848100,267500,11347300,975800,32875200,359618.4621298248,16317310.37252799
567,343000,16271800,267500,11347300,975800,32875200,351309.2310649124,16294555.186263995
568,337400,17284500,267500,11347300,975800,32875200,344354.6155324562,16789527.593131997
569,323100,15085900,267500,11347300,975800,32875200,333727.3077662281,15937713.796565998
570,340200,14506000,267500,11347300,975800,32875200,336963.65388311405,15221856.898283
571,314200,14508400,267500,11347300,975800,32875200,325581.826941557,14865128.449141499
572,328800,14857400,267500,11347300,975800,32875200,327190.9134707785,14861264.22457075
573,323800,14637800,267500,11347300,975800,32875200,325495.45673538925,14749532.112285376
574,304800,14734000,267500,11347300,975800,32875200,315147.72836769465,14741766.056142688
575,337200,14210400,267500,11347300,975800,32875200,326173.8641838473,14476083.028071344
576,472700,14600700,267500,11347300,975800,32875200,399436.93209192366,14538391.514035672
577,342700,14174500,267500,11347300,975800,32875200,371068.46604596183,14356445.757017836
578,349400,15001200,267500,11347300,975800,32875200,360234.2330229809,14678822.878508918
579,344800,14406600,267500,11347300,975800,32875200,352517.1165114904,14542711.439254459
580,349500,16634600,267500,11347300,975800,32875200,351008.5582557452,15588655.71962723
581,353800,16935600,267500,11347300,975800,32875200,352404.2791278726,16262127.859813616
582,631500,14535700,267500,11347300,975800,32875200,491952.1395639363,15398913.929906808
583,452700,13843900,267500,11347300,975800,32875200,472326.06978196814,14621406.964953404
584,397500,17036900,267500,11347300,975800,32875200,434913.03489098407,15829153.482476702
585,354000,17962700,267500,11347300,975800,32875200,394456.51744549203,16895926.741238352
586,356400,15599600,267500,11347300,975800,32875200,375428.25872274605,16247763.370619176
587,335100,16405200,267500,11347300,975800,32875200,355264.129361373,16326481.685309589
588,341800,15532100,267500,11347300,975800,32875200,348532.0646806865,15929290.842654794
589,402900,15700800,267500,11347300,975800,32875200,375716.0323403432,15815045.421327397
590,349600,15258100,267500,11347300,975800,32875200,362658.0161701716,15536572.710663699
591,358500,15423300,267500,11347300,975800,32875200,360579.0080850858,15479936.35533185
592,369300,13736000,267500,11347300,975800,32875200,364939.5040425429,14607968.177665925
593,560500,16626300,267500,11347300,975800,32875200,462719.75202127144,15617134.088832963
594,397100,23087900,267500,11347300,975800,32875200,429909.87601063575,19352517.04441648
595,469700,15060100,267500,11347300,975800,32875200,449804.9380053179,17206308.52220824
596,593400,21809500,267500,11347300,975800,32875200,521602.46900265897,19507904.26110412
597,1223000,30998500,267500,11347300,1223000,32875200,872301.2345013295,25253202.13055206
598,585300,29427600,267500,11347300,1223000,32875200,728800.6172506647,27340401.06527603
599,397400,15355000,267500,11347300,1223000,32875200,563100.3086253323,21347700.532638013
600,443100,14946200,267500,11347300,1223000,32875200,503100.15431266616,18146950.266319007
601,387900,14859500,267500,11347300,1223000,32875200,445500.0771563331,16503225.133159503
602,398400,14341200,267500,11347300,1223000,32875200,421950.0385781665,15422212.566579752
603,374300,17237600,267500,11347300,1223000,32875200,398125.01928908325,16329906.283289876
604,376400,16519300,267500,11347300,1223000,32875200,387262.50964454166,16424603.141644938
605,388100,17559600,267500,11347300,1223000,32875200,387681.2548222708,16992101.57082247
606,371400,19300300,267500,11347300,1223000,32875200,379540.6274111354,18146200.785411235
607,368400,14740700,267500,11347300,1223000,32875200,373970.31370556774,16443450.392705617
608,394100,17787700,267500,11347300,1223000,32875200,384035.15685278387,17115575.19635281
609,329500,17507500,267500,11347300,1223000,32875200,356767.57842639193,17311537.598176405
610,342200,16862500,267500,11347300,1223000,32875200,349483.78921319597,17087018.799088202
611,400400,18561300,267500,11347300,1223000,32875200,374941.89460659795,17824159.3995441
612,356000,15688700,267500,11347300,1223000,32875200,365470.947303299,16756429.69977205
613,331800,16332500,267500,11347300,1223000,32875200,348635.4736516495,16544464.849886026
614,354100,15730300,267500,11347300,1223000,32875200,351367.7368258247,16137382.424943013
615,419700,16398500,267500,11347300,1223000,32875200,385533.86841291236,16267941.212471507
616,352100,15450400,267500,11347300,1223000,32875200,368816.9342064562,15859170.606235754
617,340400,18240600,267500,11347300,1223000,32875200,354608.4671032281,17049885.30311788
618,361900,17044400,267500,11347300,1223000,32875200,358254.23355161404,17047142.65155894
619,337700,17779900,267500,11347300,1223000,32875200,347977.116775807,17413521.325779468
620,340300,17863600,267500,11347300,1223000,32875200,344138.5583879035,17638560.662889734
621,330600,15612900,267500,11347300,1223000,32875200,337369.27919395175,16625730.331444867
622,326100,13028800,267500,11347300,1223000,32875200,331734.6395969759,14827265.165722433
623,317900,15203800,267500,11347300,1223000,32875200,324817.31979848794,15015532.582861217
624,341900,13937800,267500,11347300,1223000,32875200,333358.65989924397,14476666.291430607
625,327400,14906000,267500,11347300,1223000,32875200,330379.329949622,14691333.145715304
626,338200,15066400,267500,11347300,1223000,32875200,334289.664974811,14878866.572857652
627,326000,14838600,267500,11347300,1223000,32875200,330144.8324874055,14858733.286428826
628,320500,14923500,267500,11347300,1223000,32875200,325322.41624370276,14891116.643214412
629,336500,13062700,267500,11347300,1223000,32875200,330911.2081218514,13976908.321607206
630,317200,15364600,267500,11347300,1223000,32875200,324055.60406092566,14670754.160803603
631,323800,14342200,267500,11347300,1223000,32875200,323927.80203046283,14506477.0804018
632,309900,14403800,267500,11347300,1223000,32875200,316913.9010152314,14455138.5402009
633,321700,14080300,267500,11347300,1223000,32875200,319306.9505076157,14267719.27010045
634,295000,15399500,267500,11347300,1223000,32875200,307153.47525380785,14833609.635050226
635,418300,17364700,267500,11347300,1223000,32875200,362726.7376269039,16099154.817525113
636,351600,15617700,267500,11347300,1223000,32875200,357163.36881345196,15858427.408762556
637,668700,20621200,267500,11347300,1223000,32875200,512931.684406726,18239813.70438128
638,374800,14771800,267500,11347300,1223000,32875200,443865.84220336296,16505806.85219064
639,638400,19523600,267500,11347300,1223000,32875200,541132.9211016814,18014703.42609532
640,783700,16444200,267500,11347300,1223000,32875200,662416.4605508407,17229451.71304766
641,375000,19098000,267500,11347300,1223000,32875200,518708.23027542036,18163725.85652383
642,416000,30044600,267500,11347300,1223000,32875200,467354.1151377102,24104162.928261913
643,408700,19066600,267500,11347300,1223000,32875200,438027.0575688551,21585381.464130957
644,436200,14840600,267500,11347300,1223000,32875200,437113.52878442756,18212990.732065476
645,400100,15848700,267500,11347300,1223000,32875200,418606.7643922138,17030845.36603274
646,410300,16121400,267500,11347300,1223000,32875200,414453.3821961069,16576122.68301637
647,400400,18640500,267500,11347300,1223000,32875200,407426.6910980535,17608311.341508184
648,375500,14716400,267500,11347300,1223000,32875200,391463.34554902674,16162355.670754092
649,363900,19732700,267500,11347300,1223000,32875200,377681.67277451337,17947527.835377045
650,440300,28243300,267500,11347300,1223000,32875200,408990.8363872567,23095413.917688522
651,729600,33804300,267500,11347300,1223000,33804300,569295.4181936283,28449856.95884426
652,1033600,36511100,267500,11347300,1223000,36511100,801447.7090968142,32480478.47942213
653,420100,21137800,267500,11347300,1223000,36511100,610773.854548407,26809139.239711065
654,612100,18157500,267500,11347300,1223000,36511100,611436.9272742035,22483319.61985553
655,405200,16210400,267500,11347300,1223000,36511100,508318.46363710176,19346859.809927765
656,410600,16917000,267500,11347300,1223000,36511100,459459.23181855085,18131929.90496388
657,442300,17809900,267500,11347300,1223000,36511100,450879.6159092754,17970914.95248194
658,401300,17834200,267500,11347300,1223000,36511100,426089.8079546377,17902557.47624097
659,426700,19123200,267500,11347300,1223000,36511100,426394.90397731884,18512878.738120485
660,453000,20107300,267500,11347300,1223000,36511100,439697.45198865945,19310089.36906024
661,379800,18075900,267500,11347300,1223000,36511100,409748.7259943297,18692994.68453012
662,385000,19131200,267500,11347300,1223000,36511100,397374.36299716483,18912097.342265062
663,355400,18299400,267500,11347300,1223000,36511100,376387.1814985824,18605748.67113253
664,388700,19472200,267500,11347300,1223000,36511100,382543.59074929124,19038974.335566267
665,621200,20356800,267500,11347300,1223000,36511100,501871.7953746456,19697887.167783134
666,416300,19718800,267500,11347300,1223000,36511100,459085.8976873228,19708343.583891567
667,373600,16168500,267500,11347300,1223000,36511100,416342.9488436614,17938421.791945785
668,340600,16418100,267500,11347300,1223000,36511100,378471.47442183073,17178260.895972893
669,362400,17055200,267500,11347300,1223000,36511100,370435.73721091537,17116730.447986446
670,368500,16900700,267500,11347300,1223000,36511100,369467.8686054577,17008715.223993223
671,345000,15651100,267500,11347300,1223000,36511100,357233.93430272886,16329907.611996612
672,347600,13166900,267500,11347300,1223000,36511100,352416.9671513644,14748403.805998307
673,346400,16000100,267500,11347300,1223000,36511100,349408.4835756822,15374251.902999153
674,353000,20009800,267500,11347300,1223000,36511100,351204.2417878411,17692025.951499578
675,352100,17309800,267500,11347300,1223000,36511100,351652.12089392054,17500912.97574979
676,329800,19052800,267500,11347300,1223000,36511100,340726.06044696027,18276856.487874895
677,349900,16742400,267500,11347300,1223000,36511100,345313.03022348013,17509628.243937448
678,329500,16517300,267500,11347300,1223000,36511100,337406.5151117401,17013464.121968724
679,345800,16695600,267500,11347300,1223000,36511100,341603.25755587005,16854532.060984362
680,316500,17867700,267500,11347300,1223000,36511100,329051.62877793505,17361116.03049218
681,328900,17085300,267500,11347300,1223000,36511100,328975.8143889675,17223208.01524609
682,354500,17029300,267500,11347300,1223000,36511100,341737.9071944838,17126254.007623047
683,340800,14414200,267500,11347300,1223000,36511100,341268.9535972419,15770227.003811523
684,329800,17749500,267500,11347300,1223000,36511100,335534.47679862095,16759863.501905762
685,326700,16214500,267500,11347300,1223000,36511100,331117.2383993105,16487181.75095288
686,339100,15621400,267500,11347300,1223000,36511100,335108.61919965525,16054290.87547644
687,318500,15978500,267500,11347300,1223000,36511100,326804.3095998276,16016395.437738221
688,329900,18393300,267500,11347300,1223000,36511100,328352.1547999138,17204847.718869112
689,329800,16313200,267500,11347300,1223000,36511100,329076.0773999569,16759023.859434556
690,336500,16798400,267500,11347300,1223000,36511100,332788.03869997844,16778711.92971728
691,350900,15656500,267500,11347300,1223000,36511100,341844.01934998925,16217605.96485864
692,340400,16290400,267500,11347300,1223000,36511100,341122.0096749946,16254002.98242932
693,349300,16695000,267500,11347300,1223000,36511100,345211.0048374973,16474501.491214659
694,321200,17169900,267500,11347300,1223000,36511100,333205.5024187487,16822200.74560733
695,335600,14932700,267500,11347300,1223000,36511100,334402.75120937434,15877450.372803666
696,340300,15017100,267500,11347300,1223000,36511100,337351.37560468714,15447275.186401833
697,446600,17718800,267500,11347300,1223000,36511100,391975.6878023436,16583037.593200916
698,352100,14661700,267500,11347300,1223000,36511100,372037.8439011718,15622368.796600457
699,316700,16013600,267500,11347300,1223000,36511100,344368.9219505859,15817984.398300229
700,323600,14634800,267500,11347300,1223000,36511100,333984.46097529295,15226392.199150115
701,343600,15160800,267500,11347300,1223000,36511100,338792.2304876465,15193596.099575058
702,316200,16423400,267500,11347300,1223000,36511100,327496.11524382327,15808498.049787529
703,339200,18902000,267500,11347300,1223000,36511100,333348.05762191163,17355249.024893764
704,343400,15962800,267500,11347300,1223000,36511100,338374.0288109558,16659024.512446882
705,309800,17534700,267500,11347300,1223000,36511100,324087.0144054779,17096862.25622344
706,323800,17105400,267500,11347300,1223000,36511100,323943.50720273895,17101131.12811172
707,322800,15473100,267500,11347300,1223000,36511100,323371.75360136945,16287115.56405586
