Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
1,467.5,16087.9,467.5,16087.9,467.5,16087.9,233.75,8043.95
2,317.2,15278.8,317.2,15278.8,467.5,16087.9,275.475,11661.375
3,339.3,15400.2,317.2,15278.8,467.5,16087.9,307.38750000000005,13530.7875
4,325.2,20961.3,317.2,15278.8,467.5,20961.3,316.29375000000005,17246.04375
5,342.8,14202.0,317.2,14202.0,467.5,20961.3,329.546875,15724.021875
6,553.6,15145.9,317.2,14202.0,553.6,20961.3,441.5734375,15434.9609375
7,506.3,16012.3,317.2,14202.0,553.6,20961.3,473.93671875,15723.63046875
8,345.6,15502.0,317.2,14202.0,553.6,20961.3,409.76835937500005,15612.815234375
9,313.2,15738.1,313.2,14202.0,553.6,20961.3,361.48417968750005,15675.457617187501
10,383.3,17566.0,313.2,14202.0,553.6,20961.3,372.39208984375,16620.72880859375
11,534.7,15382.0,313.2,14202.0,553.6,20961.3,453.546044921875,16001.364404296875
12,309.3,16055.6,309.3,14202.0,553.6,20961.3,381.42302246093755,16028.482202148438
13,324.4,15393.8,309.3,14202.0,553.6,20961.3,352.91151123046876,15711.14110107422
14,334.7,15632.7,309.3,14202.0,553.6,20961.3,343.8057556152344,15671.92055053711
15,327.9,14509.9,309.3,14202.0,553.6,20961.3,335.8528778076172,15090.910275268554
16,319.8,17039.9,309.3,14202.0,553.6,20961.3,327.8264389038086,16065.405137634278
17,381.5,14777.5,309.3,14202.0,553.6,20961.3,354.6632194519043,15421.452568817138
18,312.5,17886.1,309.3,14202.0,553.6,20961.3,333.58160972595215,16653.776284408566
19,353.4,15436.4,309.3,14202.0,553.6,20961.3,343.49080486297606,16045.088142204284
20,381.7,15949.2,309.3,14202.0,553.6,20961.3,362.595402431488,15997.144071102142
21,427.6,22416.7,309.3,14202.0,553.6,22416.7,395.097701215744,19206.92203555107
22,600.7,26567.1,309.3,14202.0,600.7,26567.1,497.898850607872,22887.011017775534
23,1124.7,40178.3,309.3,14202.0,1124.7,40178.3,811.299425303936,31532.65550888777
24,552.7,24214.7,309.3,14202.0,1124.7,40178.3,681.999712651968,27873.677754443885
25,536.7,41126.8,309.3,14202.0,1124.7,41126.8,609.3498563259841,34500.23887722194
26,490.7,22969.5,309.3,14202.0,1124.7,41126.8,550.0249281629921,28734.86943861097
27,368.7,17691.1,309.3,14202.0,1124.7,41126.8,459.362464081496,23212.984719305485
28,380.1,17545.2,309.3,14202.0,1124.7,41126.8,419.731232040748,20379.092359652743
29,358.5,21976.4,309.3,14202.0,1124.7,41126.8,389.115616020374,21177.746179826372
30,645.4,23722.5,309.3,14202.0,1124.7,41126.8,517.257808010187,22450.123089913184
31,373.6,19518.5,309.3,14202.0,1124.7,41126.8,445.4289040050935,20984.311544956592
32,435.3,41183.5,309.3,14202.0,1124.7,41183.5,440.3644520025467,31083.905772478298
33,681.8,28430.0,309.3,14202.0,1124.7,41183.5,561.0822260012733,29756.95288623915
34,393.6,21582.8,309.3,14202.0,1124.7,41183.5,477.34111300063665,25669.876443119574
