Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
1,493.1,23017.1,493.1,23017.1,493.1,23017.1,246.55,11508.55
2,324.8,16389.9,324.8,16389.9,493.1,23017.1,285.675,13949.225
3,323.8,14792.5,323.8,14792.5,493.1,23017.1,304.7375,14370.8625
4,314.5,15789.6,314.5,14792.5,493.1,23017.1,309.61875,15080.23125
5,335.9,16456.0,314.5,14792.5,493.1,23017.1,322.759375,15768.115625
6,330.5,16614.8,314.5,14792.5,493.1,23017.1,326.6296875,16191.4578125
7,307.9,16594.5,307.9,14792.5,493.1,23017.1,317.26484374999995,16392.97890625
8,302.3,18321.0,302.3,14792.5,493.1,23017.1,309.78242187499995,17356.989453125
9,314.8,16091.6,302.3,14792.5,493.1,23017.1,312.29121093749995,16724.2947265625
10,332.6,17056.2,302.3,14792.5,493.1,23017.1,322.44560546875,16890.24736328125
11,352.4,14702.1,302.3,14702.1,493.1,23017.1,337.42280273437495,15796.173681640626
12,323.1,16342.0,302.3,14702.1,493.1,23017.1,330.2614013671875,16069.086840820313
13,331.6,22276.5,302.3,14702.1,493.1,23017.1,330.9307006835937,19172.793420410155
14,395.1,14569.2,302.3,14569.2,493.1,23017.1,363.0153503417969,16870.99671020508
15,393.9,16628.8,302.3,14569.2,493.1,23017.1,378.4576751708984,16749.898355102538
16,372.5,15419.7,302.3,14569.2,493.1,23017.1,375.47883758544924,16084.79917755127
17,386.2,14094.3,302.3,14094.3,493.1,23017.1,380.8394187927246,15089.549588775633
18,342.3,13941.9,302.3,13941.9,493.1,23017.1,361.5697093963623,14515.724794387817
19,333.6,15127.5,302.3,13941.9,493.1,23017.1,347.5848546981812,14821.612397193909
20,324.1,15361.0,302.3,13941.9,493.1,23017.1,335.8424273490906,15091.306198596954
21,340.8,14973.5,302.3,13941.9,493.1,23017.1,338.32121367454533,15032.403099298477
22,372.8,15174.9,302.3,13941.9,493.1,23017.1,355.56060683727264,15103.65154964924
23,316.1,16724.3,302.3,13941.9,493.1,23017.1,335.83030341863633,15913.97577482462
24,415.8,22098.2,302.3,13941.9,493.1,23017.1,375.8151517093182,19006.08788741231
25,426.3,18257.0,302.3,13941.9,493.1,23017.1,401.0575758546591,18631.543943706154
26,336.4,16683.7,302.3,13941.9,493.1,23017.1,368.72878792732956,17657.621971853077
27,404.5,15930.0,302.3,13941.9,493.1,23017.1,386.6143939636648,16793.81098592654
28,335.9,15421.5,302.3,13941.9,493.1,23017.1,361.2571969818324,16107.65549296327
29,330.9,15171.7,302.3,13941.9,493.1,23017.1,346.0785984909162,15639.677746481635
30,355.5,15155.3,302.3,13941.9,493.1,23017.1,350.7892992454581,15397.488873240818
31,463.2,14275.0,302.3,13941.9,493.1,23017.1,406.99464962272907,14836.244436620409
32,457.2,15618.7,302.3,13941.9,493.1,23017.1,432.0973248113645,15227.472218310206
33,353.7,17122.0,302.3,13941.9,493.1,23017.1,392.8986624056822,16174.736109155103
34,437.8,16249.5,302.3,13941.9,493.1,23017.1,415.3493312028411,16212.118054577551
35,425.9,17265.8,302.3,13941.9,493.1,23017.1,420.62466560142053,16738.959027288776
36,501.6,15617.5,302.3,13941.9,501.6,23017.1,461.1123328007103,16178.229513644388
37,494.9,19290.4,302.3,13941.9,501.6,23017.1,478.00616640035514,17734.314756822194
38,342.1,16109.0,302.3,13941.9,501.6,23017.1,410.0530832001776,16921.657378411095
39,344.2,16868.8,302.3,13941.9,501.6,23017.1,377.1265416000888,16895.22868920555
40,357.1,17665.3,302.3,13941.9,501.6,23017.1,367.1132708000444,17280.264344602772
41,386.7,17450.5,302.3,13941.9,501.6,23017.1,376.9066354000222,17365.382172301386
42,333.2,16299.9,302.3,13941.9,501.6,23017.1,355.0533177000111,16832.641086150692
43,344.5,18541.2,302.3,13941.9,501.6,23017.1,349.77665885000556,17686.920543075346
44,340.4,16062.8,302.3,13941.9,501.6,23017.1,345.08832942500277,16874.860271537673
45,324.2,16088.8,302.3,13941.9,501.6,23017.1,334.6441647125014,16481.830135768836
46,356.5,17707.3,302.3,13941.9,501.6,23017.1,345.5720823562507,17094.565067884418
47,348.5,15458.5,302.3,13941.9,501.6,23017.1,347.03604117812534,16276.532533942209
48,384.5,16341.9,302.3,13941.9,501.6,23017.1,365.76802058906264,16309.216266971103
49,350.9,15896.3,302.3,13941.9,501.6,23017.1,358.3340102945313,16102.758133485551
50,341.7,32271.6,302.3,13941.9,501.6,32271.6,350.01700514726565,24187.179066742774
51,511.8,32980.6,302.3,13941.9,511.8,32980.6,430.90850257363286,28583.889533371388
52,743.4,27792.7,302.3,13941.9,743.4,32980.6,587.1542512868164,28188.294766685693
53,582.7,28071.8,302.3,13941.9,743.4,32980.6,584.9271256434082,28130.047383342848
54,1238.9,18308.7,302.3,13941.9,1238.9,32980.6,911.9135628217041,23219.373691671426
55,376.7,19251.0,302.3,13941.9,1238.9,32980.6,644.3067814108521,21235.186845835713
56,575.5,17295.3,302.3,13941.9,1238.9,32980.6,609.9033907054261,19265.243422917854
57,395.5,18579.4,302.3,13941.9,1238.9,32980.6,502.70169535271305,18922.321711458928
58,360.1,18329.4,302.3,13941.9,1238.9,32980.6,431.40084767635653,18625.860855729465
59,663.3,21336.0,302.3,13941.9,1238.9,32980.6,547.3504238381782,19980.930427864732
60,575.7,18722.7,302.3,13941.9,1238.9,32980.6,561.5252119190891,19351.815213932365
61,376.4,21911.3,302.3,13941.9,1238.9,32980.6,468.96260595954453,20631.557606966184
62,369.9,21731.7,302.3,13941.9,1238.9,32980.6,419.4313029797722,21181.628803483094
63,409.0,17688.0,302.3,13941.9,1238.9,32980.6,414.2156514898861,19434.814401741547
64,355.6,17153.8,302.3,13941.9,1238.9,32980.6,384.90782574494307,18294.307200870775
65,362.5,18309.4,302.3,13941.9,1238.9,32980.6,373.7039128724715,18301.85360043539
66,387.5,17980.6,302.3,13941.9,1238.9,32980.6,380.60195643623575,18141.226800217693
67,346.5,25103.9,302.3,13941.9,1238.9,32980.6,363.55097821811785,21622.563400108847
68,418.6,17140.6,302.3,13941.9,1238.9,32980.6,391.07548910905894,19381.581700054423
69,485.7,17602.6,302.3,13941.9,1238.9,32980.6,438.3877445545295,18492.090850027213
70,354.9,18272.0,302.3,13941.9,1238.9,32980.6,396.64387227726473,18382.045425013606
71,365.4,17605.9,302.3,13941.9,1238.9,32980.6,381.0219361386323,17993.972712506802
72,387.4,16909.0,302.3,13941.9,1238.9,32980.6,384.21096806931615,17451.4863562534
73,359.4,16949.1,302.3,13941.9,1238.9,32980.6,371.8054840346581,17200.2931781267
74,347.0,17090.9,302.3,13941.9,1238.9,32980.6,359.40274201732905,17145.596589063352
75,351.3,24612.0,302.3,13941.9,1238.9,32980.6,355.3513710086645,20878.798294531676
76,432.5,18336.2,302.3,13941.9,1238.9,32980.6,393.92568550433225,19607.499147265837
77,357.7,17820.8,302.3,13941.9,1238.9,32980.6,375.81284275216615,18714.149573632916
78,376.6,18614.8,302.3,13941.9,1238.9,32980.6,376.2064213760831,18664.474786816456
79,343.0,17080.0,302.3,13941.9,1238.9,32980.6,359.60321068804154,17872.237393408228
80,332.8,16428.2,302.3,13941.9,1238.9,32980.6,346.2016053440208,17150.218696704113
81,500.3,16111.8,302.3,13941.9,1238.9,32980.6,423.2508026720104,16631.009348352054
82,351.2,15133.9,302.3,13941.9,1238.9,32980.6,387.22540133600523,15882.454674176028
83,342.4,14672.7,302.3,13941.9,1238.9,32980.6,364.8127006680026,15277.577337088014
84,339.4,14882.4,302.3,13941.9,1238.9,32980.6,352.10635033400126,15079.988668544007
85,337.1,14974.5,302.3,13941.9,1238.9,32980.6,344.60317516700064,15027.244334272003
86,320.8,15820.5,302.3,13941.9,1238.9,32980.6,332.7015875835003,15423.872167136002
87,404.7,15704.7,302.3,13941.9,1238.9,32980.6,368.70079379175013,15564.286083568
88,332.4,16376.2,302.3,13941.9,1238.9,32980.6,350.55039689587505,15970.243041784
89,353.6,15569.4,302.3,13941.9,1238.9,32980.6,352.0751984479375,15769.821520892001
90,362.7,14582.1,302.3,13941.9,1238.9,32980.6,357.3875992239688,15175.960760446
91,385.2,14248.0,302.3,13941.9,1238.9,32980.6,371.29379961198435,14711.980380223
92,316.1,14714.0,302.3,13941.9,1238.9,32980.6,343.6968998059922,14712.9901901115
93,332.4,14095.6,302.3,13941.9,1238.9,32980.6,338.0484499029961,14404.29509505575
94,373.0,14171.0,302.3,13941.9,1238.9,32980.6,355.524224951498,14287.647547527875
95,362.4,14550.3,302.3,13941.9,1238.9,32980.6,358.962112475749,14418.973773763937
96,328.5,14451.4,302.3,13941.9,1238.9,32980.6,343.7310562378745,14435.18688688197
97,330.8,14680.0,302.3,13941.9,1238.9,32980.6,337.26552811893725,14557.593443440985
98,331.2,14850.7,302.3,13941.9,1238.9,32980.6,334.23276405946865,14704.146721720492
99,333.1,14620.8,302.3,13941.9,1238.9,32980.6,333.66638202973434,14662.473360860246
100,316.0,14841.9,302.3,13941.9,1238.9,32980.6,324.83319101486717,14752.186680430123
