Time/Iteration, TempCalcIterTime(us), ColorCalcIterTime(us), TempCalcIterBest(us), ColorCalcIterBest(us), TempCalcIterWorst(us), ColorCalcIterWorst(us), TempCalcIterAvg(us), ColorCalcIterAvg(us)
1,437.7,16420.4,437.7,16420.4,437.7,16420.4,218.85,8210.2
2,309.0,19348.9,309.0,16420.4,437.7,19348.9,263.925,13779.550000000001
3,456.9,15941.1,309.0,15941.1,456.9,19348.9,360.4125,14860.325
4,364.7,16416.3,309.0,15941.1,456.9,19348.9,362.55625,15638.3125
5,376.6,19118.0,309.0,15941.1,456.9,19348.9,369.578125,17378.15625
6,339.2,18418.7,309.0,15941.1,456.9,19348.9,354.3890625,17898.428125
7,355.0,20410.4,309.0,15941.1,456.9,20410.4,354.69453125,19154.4140625
8,352.1,18557.3,309.0,15941.1,456.9,20410.4,353.39726562500005,18855.85703125
9,395.5,16060.1,309.0,15941.1,456.9,20410.4,374.4486328125,17457.978515625
10,559.8,24600.1,309.0,15941.1,559.8,24600.1,467.12431640625,21029.0392578125
11,340.6,15084.7,309.0,15084.7,559.8,24600.1,403.862158203125,18056.86962890625
12,350.3,15782.2,309.0,15084.7,559.8,24600.1,377.0810791015625,16919.534814453124
13,403.2,16602.2,309.0,15084.7,559.8,24600.1,390.1405395507812,16760.867407226564
14,339.6,17617.5,309.0,15084.7,559.8,24600.1,364.8702697753906,17189.183703613282
15,566.1,18361.8,309.0,15084.7,566.1,24600.1,465.4851348876953,17775.49185180664
16,322.9,14562.8,309.0,14562.8,566.1,24600.1,394.1925674438477,16169.14592590332
17,328.7,15088.8,309.0,14562.8,566.1,24600.1,361.4462837219238,15628.972962951659
18,321.5,14883.5,309.0,14562.8,566.1,24600.1,341.4731418609619,15256.23648147583
19,365.7,14879.9,309.0,14562.8,566.1,24600.1,353.58657093048095,15068.068240737914
20,314.8,21997.6,309.0,14562.8,566.1,24600.1,334.1932854652405,18532.834120368956
21,444.1,16249.4,309.0,14562.8,566.1,24600.1,389.14664273262025,17391.11706018448
22,294.6,14943.2,294.6,14562.8,566.1,24600.1,341.87332136631017,16167.15853009224
23,394.1,15690.0,294.6,14562.8,566.1,24600.1,367.9866606831551,15928.579265046119
24,492.0,14848.6,294.6,14562.8,566.1,24600.1,429.9933303415776,15388.58963252306
25,413.3,14413.4,294.6,14413.4,566.1,24600.1,421.64666517078876,14900.99481626153
26,334.8,14056.8,294.6,14056.8,566.1,24600.1,378.22333258539436,14478.897408130764
27,322.0,15054.2,294.6,14056.8,566.1,24600.1,350.1116662926972,14766.548704065382
28,307.4,16389.8,294.6,14056.8,566.1,24600.1,328.75583314634855,15578.17435203269
